Date,price,arimax_pred,garch_vol
2024-08-28,56.13999938964844,1.6260525641722805,4.79619028541293
2024-08-29,58.75,56.14017488951326,4.79619028541293
2024-08-30,60.029998779296875,59.01766507251924,5.077088156192519
2024-09-03,57.529998779296875,60.15687782010035,5.0162539738254
2024-09-04,57.0,57.36680136481385,5.297578999245771
2024-09-05,58.709999084472656,56.6468092974805,5.126746193266151
2024-09-06,56.849998474121094,58.926188115545905,5.0779493533508075
2024-09-09,57.459999084472656,57.165082490242675,5.205019931865873
2024-09-10,56.869998931884766,57.313217986096355,5.046629360019652
2024-09-11,59.869998931884766,56.542610349866095,5.0232732794137025
2024-09-12,59.630001068115234,60.081500846894436,5.238987462329386
2024-09-13,59.09000015258789,59.963014023168334,5.0803451560691855
2024-09-16,59.150001525878906,59.06408897883977,5.031772530846567
2024-09-17,61.88999938964844,58.757674424291416,4.977283996946427
2024-09-18,63.65999984741211,61.9761493831734,5.148833651326178
2024-09-19,64.55999755859375,64.16325077598324,5.079288604888778
2024-09-20,66.16999816894531,64.81235570113074,4.996111401369731
2024-09-23,65.0,65.902861053291,4.995063200979256
2024-09-24,66.95999908447266,64.61050364398821,5.046411550170439
2024-09-25,67.87999725341797,67.13696809431543,5.044596289452988
2024-09-26,66.5199966430664,68.4232984804693,4.980506634223439
2024-09-27,67.08000183105469,66.54984326540462,5.05769773570879
2024-09-30,65.91999816894531,66.512995629482,4.981614131094427
2024-10-01,65.97000122070312,65.66314100395954,5.038029877139007
2024-10-02,67.77999877929688,66.32565410408843,4.980482181849851
2024-10-03,67.47000122070312,68.31349747384914,5.0010487466948845
2024-10-04,72.37999725341797,67.35253949780558,4.979416314610097
2024-10-07,70.44000244140625,72.29291944975958,5.504929733090217
2024-10-08,70.7699966430664,70.40794392214627,5.339122221418653
2024-10-09,71.0,70.9115643631835,5.106289440372421
2024-10-10,69.9000015258789,71.06297394428005,5.005757337840974
2024-10-11,73.25,69.68531379699971,5.03607989471745
2024-10-14,74.87000274658203,73.2787469662107,5.189848686038163
2024-10-15,75.16999816894531,75.23755342044996,5.066274202135201
2024-10-16,77.26000213623047,75.40590805943597,4.987536290116974
2024-10-17,76.29000091552734,77.11457016600022,5.006028614861269
2024-10-18,80.9000015258789,75.99635357813634,5.018305029609832
2024-10-21,78.55000305175781,81.2658352277241,5.334887421255042
2024-10-22,77.29000091552734,78.94593284839726,5.2865545746446045
2024-10-23,77.68000030517578,77.00445455439859,5.159992873767697
2024-10-24,78.5999984741211,77.11888598644906,5.027166576537812
2024-10-25,81.36000061035156,78.67676834907836,4.97049178476267
2024-10-28,79.68000030517578,82.11882385399116,5.04619448047433
2024-10-29,81.73999786376953,79.90607736923441,5.0900217851304035
2024-10-30,116.05000305175781,81.1549850959377,5.0395471266286815
2024-10-31,119.30000305175781,121.43720366603421,16.128116721508267
2024-11-01,112.9800033569336,120.12653458351735,11.178739643813076
2024-11-04,109.02999877929688,111.23252963654278,8.496179705926009
2024-11-05,122.56999969482422,105.35908160690542,6.86819027452191
2024-11-06,121.08000183105469,122.93083712096787,7.2609794735565965
2024-11-07,131.44000244140625,124.25035952328578,6.0751151131202
2024-11-08,134.8000030517578,133.25961262283707,6.162364281014304
2024-11-11,129.22999572753906,132.4792635497206,5.523283801321304
2024-11-12,127.75,126.460002288563,5.5035297920381225
2024-11-13,132.05999755859375,128.26493184633222,5.228987293994253
2024-11-14,131.8800048828125,135.14747812389513,5.146134441342194
2024-11-15,124.77999877929688,132.69557727421872,5.032072762393705
2024-11-18,129.4199981689453,121.85210078140439,5.479025534960799
2024-11-19,137.16000366210938,127.23234791371921,5.280374526076702
2024-11-20,136.27000427246094,139.96201258027799,5.432967282995507
2024-11-21,158.02000427246094,139.63245237681903,5.174975991470525
2024-11-22,146.6699981689453,158.77937473818642,7.565213811249618
2024-11-25,141.89999389648438,143.29352479960258,6.86367329850728
2024-11-26,135.61000061035156,139.61125535127698,6.020062662085293
2024-11-27,140.0399932861328,137.21239154326292,5.757469083983811
2024-11-29,140.69000244140625,142.54465237182646,5.37339380780748
2024-12-02,141.63999938964844,140.2775379062215,5.121571527549014
2024-12-03,149.8300018310547,139.00416907256158,5.009450706388198
2024-12-04,154.22999572753906,149.69503505893408,5.296572446854317
2024-12-05,153.08999633789062,157.20561456209282,5.14773219542944
2024-12-06,162.75999450683594,154.64438454784317,5.053348196060764
2024-12-09,167.1699981689453,161.08675142772623,5.387002154967144
2024-12-10,155.92999267578125,165.4930545006616,5.175125398658208
2024-12-11,165.9199981689453,156.76189666120493,5.761166887275755
2024-12-12,163.50999450683594,167.77914315778807,5.692936337035976
2024-12-13,172.64999389648438,163.83639609244506,5.331240288789093
2024-12-16,178.10000610351562,171.4484938377093,5.404233883821158
2024-12-17,168.7899932861328,177.81103626467254,5.208214775281038
2024-12-18,160.64999389648438,169.71540771383744,5.524544349203077
2024-12-19,163.72000122070312,160.34956190479062,5.5952785870841515
2024-12-20,170.7100067138672,162.47571319057866,5.23629759002135
2024-12-23,168.61000061035156,171.09815330019518,5.221709347695963
2024-12-24,177.41000366210938,170.02309760516428,5.109375603912228
2024-12-26,176.74000549316406,178.07964019970794,5.267664286983628
2024-12-27,173.5399932861328,175.87695107562385,5.09216755991936
2024-12-30,165.52999877929688,172.40216656351308,5.09045485361987
2024-12-31,163.44000244140625,165.3546904119913,5.388246264441572
2025-01-02,165.91000366210938,163.87857104767718,5.184061944862734
2025-01-03,177.74000549316406,166.38262176541204,5.043375335959329
2025-01-06,179.49000549316406,178.39989941614238,5.505929562602453
