Date,price,arimax_pred,garch_vol
2025-07-08,223.5,225.22435809134564,2.4563650683981533
2025-07-09,221.89999389648438,222.8283193437634,2.4444451541974095
2025-07-10,214.4199981689453,222.28271443119667,2.4326612086213237
2025-07-11,210.83999633789062,215.7205298857648,2.4210120617413047
2025-07-14,213.52000427246094,209.83933623692496,2.40949653237094
2025-07-15,212.7899932861328,213.98705755905655,2.3981134597478704
2025-07-16,211.94000244140625,214.82899045762747,2.3868616857757203
2025-07-17,211.5800018310547,210.12910235503307,2.3757400582335313
2025-07-18,216.88999938964844,211.0577547249733,2.3647474299701186
2025-07-21,215.64999389648438,219.03925506685187,2.3538826627742693
2025-07-22,212.25,215.62445460944687,2.343144615421979
2025-07-23,212.55999755859375,209.69297167120803,2.3325321621589334
2025-07-24,215.02000427246094,214.26627391611243,2.3220441758939856
