Date,price,arimax_pred,garch_vol
2025-02-28,177.10000610351562,-35.910332800596045,4.1656983053681715
2025-03-03,173.64999389648438,177.09933548248713,4.1656983053681715
2025-03-04,173.60000610351562,174.27537952017525,4.136590784299491
2025-03-05,177.30999755859375,173.67199321447276,4.1077531973265975
2025-03-06,156.22000122070312,177.56228187014125,4.079183509258525
2025-03-07,158.91000366210938,158.81998951796368,4.050879740600793
2025-03-10,147.58999633789062,156.9093414262917,4.022839796169665
2025-03-11,149.89999389648438,151.5745618231449,3.995061745211533
2025-03-12,152.3699951171875,149.7441100371232,3.967543579488915
2025-03-13,149.8300018310547,151.19728977076568,3.940283354028354
2025-03-14,156.11000061035156,151.6052427584992,3.9132791226739343
2025-03-17,156.38999938964844,155.70055410857253,3.8865289575867275
2025-03-18,154.36000061035156,156.1102814247413,3.860030931903908
2025-03-19,155.9600067138672,154.78161355436225,3.833783148737845
2025-03-20,157.19000244140625,156.17791924972985,3.8077837182233085
2025-03-21,158.38999938964844,157.5267060871736,3.782030765921208
2025-03-24,163.1699981689453,158.32947631413037,3.7565224310698975
2025-03-25,162.8300018310547,162.92396368058346,3.731256869164852
2025-03-26,159.74000549316406,163.62346834984376,3.706232241153012
2025-03-27,156.97999572753906,159.48522081881555,3.681446730963867
2025-03-28,150.6300048828125,157.00970851914533,3.6568985299972843
2025-03-31,146.16000366210938,152.3379434284895,3.6325858494637235
2025-04-01,149.5399932861328,146.2496930274439,3.6085069007828086
2025-04-02,153.91000366210938,149.11901284325643,3.5846599168022477
2025-04-03,139.89999389648438,155.42718552951678,3.5610431448336173
2025-04-04,130.52999877929688,140.8192767621127,3.537654868492221
2025-04-07,131.0399932861328,128.32565460919074,3.5144933154567006
2025-04-08,133.50999450683594,133.7961907264969,3.491556764313746
2025-04-09,151.14999389648438,136.14758779734137,3.4688435266648687
2025-04-10,144.4499969482422,146.40600062769627,3.4463519682621335
2025-04-11,144.9600067138672,146.64490583346918,3.4240802897664717
2025-04-14,144.5500030517578,145.25709048961727,3.4020268676725465
2025-04-15,146.5399932861328,143.4165646403732,3.380190050227276
2025-04-16,146.0800018310547,147.3645661500499,3.358568189665399
2025-04-17,143.42999267578125,147.38025030844685,3.3371596479963963
2025-04-21,137.0,142.17827964962976,3.3159628011841353
2025-04-22,140.22999572753906,137.4247270859146,3.2949760396071937
2025-04-23,147.38999938964844,141.47810472013725,3.2741977460250293
2025-04-24,158.66000366210938,147.47253098062703,3.253626340990241
2025-04-25,158.39999389648438,157.18706709877202,3.233260246271566
2025-04-28,158.9600067138672,159.26019450856995,3.213097854977941
2025-04-29,160.35000610351562,158.18636005323995,3.1931376270139338
2025-04-30,159.49000549316406,160.1095609613111,3.1733780105763976
2025-05-01,165.36000061035156,160.87377733396593,3.153817463467748
2025-05-02,167.66000366210938,164.42731978834243,3.134454458498534
2025-05-05,167.8699951171875,167.7120969882647,3.115287464122234
2025-05-06,168.4499969482422,168.39808315879927,3.0963149715662888
2025-05-07,170.55999755859375,167.94249663445288,3.0775354784497857
2025-05-08,173.97000122070312,170.58888268939447,3.058947491649257
2025-05-09,174.13999938964844,174.672104793638,3.0405495273129066
2025-05-12,180.5399932861328,173.95611294573956,3.022340108012942
2025-05-13,181.02000427246094,179.34752395522372,3.0043177744300147
2025-05-14,181.4499969482422,182.68141240922938,2.9864810590547592
2025-05-15,182.97000122070312,180.88839867178953,2.9688285190174017
2025-05-16,183.0800018310547,181.80061581597852,2.951358715135942
2025-05-19,182.0500030517578,184.79186870688952,2.934070216267312
2025-05-20,182.8800048828125,182.30267954191433,2.9169616006336834
2025-05-21,179.1199951171875,181.2687498503617,2.9000314540894974
2025-05-22,203.17999267578125,180.81992732168302,2.8832783734618403
2025-05-23,200.0500030517578,201.9560253057232,2.86670103494172
2025-05-27,206.35000610351562,202.15868891056166,2.85029789687391
2025-05-28,204.39999389648438,202.06245900481449,2.8340676581450124
2025-05-29,202.30999755859375,205.95499057674158,2.8180089394091774
2025-05-30,205.6699981689453,204.80068646585744,2.8021203790389775
2025-06-02,210.1699981689453,202.65118564911853,2.7864006199045077
2025-06-03,209.14999389648438,210.39490192787886,2.7708483126211947
2025-06-04,209.60000610351562,212.24803912913958,2.7554621123663496
2025-06-05,210.10000610351562,206.80096875148502,2.740240685946873
2025-06-06,210.83999633789062,209.29327969331882,2.725182706197508
2025-06-09,210.85000610351562,214.3805167585392,2.7102868531029833
2025-06-10,208.24000549316406,209.64858102346713,2.6955518138437253
2025-06-11,208.61000061035156,205.97178228237428,2.6809762836841937
2025-06-12,211.27999877929688,211.36809216681596,2.6665589622730907
2025-06-13,208.17999267578125,212.30979388706118,2.6522985595769257
2025-06-16,209.1199951171875,205.59665448541122,2.638193790982013
2025-06-17,209.4499969482422,209.4072187256224,2.624243376892995
2025-06-18,212.0800018310547,212.6058154629837,2.610446047494112
2025-06-20,211.99000549316406,209.8402040764508,2.5968005391700393
2025-06-23,213.7100067138672,210.84357848853367,2.5833055931254836
2025-06-24,223.13999938964844,216.41118620631298,2.5699599591302227
2025-06-25,221.52000427246094,222.23982747918168,2.556762401243887
2025-06-26,221.9199981689453,220.34449898334805,2.543711663981911
2025-06-27,222.61000061035156,222.1361768065467,2.5308065240431508
2025-06-30,223.77000427246094,223.8932435196909,2.5180457565456345
2025-07-01,215.97000122070312,222.93472004209409,2.505428142554256
2025-07-02,217.33999633789062,216.0684052597625,2.4929524758610357
2025-07-03,221.49000549316406,217.47137035251137,2.4806175367209833
2025-07-07,225.7899932861328,222.67110253743118,2.4684221328092457
