Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2024-08-28 00:00:00+00:00,146.8970947265625,148.69497680664062,140.97080993652344,143.89138793945312,2932401182,0.0,0.0,SOL-USD
2024-08-29 00:00:00+00:00,143.8910675048828,147.2205810546875,138.2660675048828,140.0540313720703,2098251665,0.0,0.0,SOL-USD
2024-08-30 00:00:00+00:00,140.0540313720703,141.01318359375,132.4513397216797,138.09999084472656,2683385690,0.0,0.0,SOL-USD
2024-08-31 00:00:00+00:00,138.09999084472656,138.99224853515625,134.6364288330078,135.37425231933594,892155699,0.0,0.0,SOL-USD
2024-09-01 00:00:00+00:00,135.37425231933594,135.99781799316406,128.24325561523438,128.6905517578125,1974170865,0.0,0.0,SOL-USD
2024-09-02 00:00:00+00:00,128.6905517578125,135.35238647460938,127.26619720458984,135.0023651123047,2092221241,0.0,0.0,SOL-USD
2024-09-03 00:00:00+00:00,135.0023651123047,137.14476013183594,127.57423400878906,127.57758331298828,1787700523,0.0,0.0,SOL-USD
2024-09-04 00:00:00+00:00,127.57758331298828,134.86917114257812,123.61295318603516,133.60391235351562,2663812153,0.0,0.0,SOL-USD
2024-09-05 00:00:00+00:00,133.6043701171875,135.085205078125,128.14137268066406,129.32894897460938,1926178088,0.0,0.0,SOL-USD
2024-09-06 00:00:00+00:00,129.32894897460938,134.16807556152344,121.05538177490234,124.99007415771484,3520537699,0.0,0.0,SOL-USD
2024-09-07 00:00:00+00:00,124.99007415771484,129.2908935546875,124.26908111572266,127.72156524658203,1321261949,0.0,0.0,SOL-USD
2024-09-08 00:00:00+00:00,127.72156524658203,131.51524353027344,126.81302642822266,129.98951721191406,1317794291,0.0,0.0,SOL-USD
2024-09-09 00:00:00+00:00,129.98951721191406,136.18653869628906,127.21979522705078,135.02561950683594,2443769044,0.0,0.0,SOL-USD
2024-09-10 00:00:00+00:00,135.0263671875,137.8063507080078,132.63108825683594,135.63522338867188,1642358500,0.0,0.0,SOL-USD
2024-09-11 00:00:00+00:00,135.63494873046875,135.8038787841797,128.4340057373047,132.4973907470703,2122617674,0.0,0.0,SOL-USD
2024-09-12 00:00:00+00:00,132.49708557128906,136.61480712890625,132.44332885742188,136.14190673828125,1597055803,0.0,0.0,SOL-USD
2024-09-13 00:00:00+00:00,136.14190673828125,139.83250427246094,131.86395263671875,139.1005401611328,1668690414,0.0,0.0,SOL-USD
2024-09-14 00:00:00+00:00,139.1025390625,139.7345733642578,135.9435577392578,137.17977905273438,952465288,0.0,0.0,SOL-USD
2024-09-15 00:00:00+00:00,137.17977905273438,137.92349243164062,130.9698028564453,131.4993896484375,1358403273,0.0,0.0,SOL-USD
2024-09-16 00:00:00+00:00,131.4993896484375,132.29637145996094,129.13807678222656,131.47259521484375,1623218789,0.0,0.0,SOL-USD
2024-09-17 00:00:00+00:00,131.47244262695312,135.4871368408203,130.47569274902344,131.53707885742188,1726861492,0.0,0.0,SOL-USD
2024-09-18 00:00:00+00:00,131.53707885742188,133.99185180664062,127.25076293945312,133.99185180664062,2260675347,0.0,0.0,SOL-USD
2024-09-19 00:00:00+00:00,133.99185180664062,143.9043731689453,133.99185180664062,142.83627319335938,2884543933,0.0,0.0,SOL-USD
2024-09-20 00:00:00+00:00,142.8365478515625,151.7609405517578,141.316162109375,146.56680297851562,3241123621,0.0,0.0,SOL-USD
2024-09-21 00:00:00+00:00,146.56680297851562,149.83645629882812,144.79803466796875,149.52703857421875,1385610390,0.0,0.0,SOL-USD
2024-09-22 00:00:00+00:00,149.52703857421875,149.86582946777344,141.38461303710938,144.80364990234375,1597826979,0.0,0.0,SOL-USD
2024-09-23 00:00:00+00:00,144.80364990234375,148.97042846679688,142.6438446044922,144.8149871826172,2344229720,0.0,0.0,SOL-USD
2024-09-24 00:00:00+00:00,144.8149871826172,153.53628540039062,143.30413818359375,152.89215087890625,2927238360,0.0,0.0,SOL-USD
2024-09-25 00:00:00+00:00,152.89096069335938,153.54763793945312,147.45013427734375,148.02342224121094,2138602628,0.0,0.0,SOL-USD
2024-09-26 00:00:00+00:00,148.02110290527344,157.858154296875,146.87075805664062,155.5760955810547,3009969111,0.0,0.0,SOL-USD
2024-09-27 00:00:00+00:00,155.5760955810547,160.9813995361328,154.13027954101562,157.74993896484375,2765830721,0.0,0.0,SOL-USD
2024-09-28 00:00:00+00:00,157.7519073486328,159.34521484375,155.29931640625,156.9124298095703,1300870644,0.0,0.0,SOL-USD
2024-09-29 00:00:00+00:00,156.9124298095703,161.62306213378906,155.2430877685547,158.62916564941406,1773980028,0.0,0.0,SOL-USD
2024-09-30 00:00:00+00:00,158.63241577148438,159.50892639160156,152.01983642578125,152.61846923828125,2376780676,0.0,0.0,SOL-USD
2024-10-01 00:00:00+00:00,152.61846923828125,157.25819396972656,142.8423309326172,145.28988647460938,3656164855,0.0,0.0,SOL-USD
2024-10-02 00:00:00+00:00,145.28988647460938,148.82568359375,138.9187469482422,140.38555908203125,2892264150,0.0,0.0,SOL-USD
2024-10-03 00:00:00+00:00,140.38490295410156,142.80543518066406,133.55316162109375,136.78518676757812,2914986844,0.0,0.0,SOL-USD
2024-10-04 00:00:00+00:00,136.78518676757812,144.42678833007812,136.0756378173828,143.17227172851562,2361841303,0.0,0.0,SOL-USD
2024-10-05 00:00:00+00:00,143.17227172851562,144.83428955078125,141.16966247558594,142.7117462158203,1113937760,0.0,0.0,SOL-USD
2024-10-06 00:00:00+00:00,142.7117156982422,146.62001037597656,142.11424255371094,146.44236755371094,1168715645,0.0,0.0,SOL-USD
2024-10-07 00:00:00+00:00,146.44354248046875,152.1038360595703,143.60458374023438,143.99179077148438,2678803498,0.0,0.0,SOL-USD
2024-10-08 00:00:00+00:00,143.99179077148438,145.44879150390625,141.2363739013672,143.39442443847656,1710617951,0.0,0.0,SOL-USD
2024-10-09 00:00:00+00:00,143.3953399658203,145.1295166015625,138.7974395751953,139.31553649902344,1697499287,0.0,0.0,SOL-USD
2024-10-10 00:00:00+00:00,139.3137664794922,140.58058166503906,135.58270263671875,138.88841247558594,1770157917,0.0,0.0,SOL-USD
2024-10-11 00:00:00+00:00,138.88674926757812,146.43063354492188,138.755859375,145.3811492919922,1797846253,0.0,0.0,SOL-USD
2024-10-12 00:00:00+00:00,145.3811492919922,147.13690185546875,144.7617645263672,146.5002899169922,1118630507,0.0,0.0,SOL-USD
2024-10-13 00:00:00+00:00,146.50033569335938,148.7133331298828,144.62364196777344,147.5724334716797,1294444111,0.0,0.0,SOL-USD
2024-10-14 00:00:00+00:00,147.57025146484375,157.7541046142578,147.00582885742188,157.44512939453125,2929339176,0.0,0.0,SOL-USD
2024-10-15 00:00:00+00:00,157.44512939453125,158.71575927734375,150.90951538085938,154.7206268310547,3451652506,0.0,0.0,SOL-USD
2024-10-16 00:00:00+00:00,154.7206268310547,158.1370391845703,153.08169555664062,154.23422241210938,2397546608,0.0,0.0,SOL-USD
2024-10-17 00:00:00+00:00,154.23817443847656,155.5516357421875,147.94349670410156,150.31602478027344,2157747733,0.0,0.0,SOL-USD
2024-10-18 00:00:00+00:00,150.3227081298828,156.53741455078125,149.70101928710938,154.97593688964844,1754226839,0.0,0.0,SOL-USD
2024-10-19 00:00:00+00:00,154.97593688964844,159.71041870117188,153.91282653808594,159.6393585205078,1440375026,0.0,0.0,SOL-USD
2024-10-20 00:00:00+00:00,159.64122009277344,167.5856475830078,157.76573181152344,166.9398193359375,2579198899,0.0,0.0,SOL-USD
2024-10-21 00:00:00+00:00,166.93861389160156,171.4306640625,161.8105010986328,166.2168731689453,3924173188,0.0,0.0,SOL-USD
2024-10-22 00:00:00+00:00,166.2176055908203,170.7600860595703,163.28536987304688,167.26014709472656,3470792372,0.0,0.0,SOL-USD
2024-10-23 00:00:00+00:00,167.26063537597656,173.8150177001953,164.19381713867188,170.9324951171875,3861697575,0.0,0.0,SOL-USD
2024-10-24 00:00:00+00:00,171.11087036132812,178.99530029296875,170.5173797607422,177.1569366455078,3529481044,0.0,0.0,SOL-USD
2024-10-25 00:00:00+00:00,177.15713500976562,177.1919403076172,160.0352783203125,164.75689697265625,4869966180,0.0,0.0,SOL-USD
2024-10-26 00:00:00+00:00,164.75599670410156,172.8228302001953,162.443359375,170.70596313476562,2755373492,0.0,0.0,SOL-USD
2024-10-27 00:00:00+00:00,170.70596313476562,177.89515686035156,170.19244384765625,176.5491943359375,2427933420,0.0,0.0,SOL-USD
2024-10-28 00:00:00+00:00,176.55368041992188,179.40797424316406,172.87225341796875,178.1049041748047,3623055701,0.0,0.0,SOL-USD
2024-10-29 00:00:00+00:00,178.1036376953125,183.03944396972656,176.85548400878906,179.36074829101562,3919545873,0.0,0.0,SOL-USD
2024-10-30 00:00:00+00:00,179.36074829101562,181.1526641845703,173.39939880371094,174.9249725341797,2772422773,0.0,0.0,SOL-USD
2024-10-31 00:00:00+00:00,174.92507934570312,176.27984619140625,167.5767822265625,168.42999267578125,2652620406,0.0,0.0,SOL-USD
2024-11-01 00:00:00+00:00,168.4302215576172,173.8500213623047,164.0325469970703,166.2621307373047,3157093060,0.0,0.0,SOL-USD
2024-11-02 00:00:00+00:00,166.2621307373047,168.4605712890625,162.38702392578125,166.01034545898438,1618170398,0.0,0.0,SOL-USD
2024-11-03 00:00:00+00:00,166.01034545898438,166.37632751464844,158.1367645263672,162.55130004882812,2645801646,0.0,0.0,SOL-USD
