Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2024-09-03 00:00:00-04:00,146.41000366210938,146.49000549316406,136.10000610351562,136.94000244140625,42172700,0.0,0.0,AMD
2024-09-04 00:00:00-04:00,140.50999450683594,143.3699951171875,138.50999450683594,140.8699951171875,42130600,0.0,0.0,AMD
2024-09-05 00:00:00-04:00,138.1999969482422,141.7100067138672,137.8300018310547,139.44000244140625,25023000,0.0,0.0,AMD
2024-09-06 00:00:00-04:00,138.6999969482422,139.1300048828125,132.11000061035156,134.35000610351562,39993500,0.0,0.0,AMD
2024-09-09 00:00:00-04:00,136.10000610351562,138.4499969482422,134.86000061035156,138.14999389648438,27194500,0.0,0.0,AMD
2024-09-10 00:00:00-04:00,139.05999755859375,143.0800018310547,137.25,142.83999633789062,37217500,0.0,0.0,AMD
2024-09-11 00:00:00-04:00,145.32000732421875,150.16000366210938,140.7100067138672,149.86000061035156,50935400,0.0,0.0,AMD
2024-09-12 00:00:00-04:00,148.42999267578125,151.5399932861328,147.64999389648438,150.77000427246094,29233700,0.0,0.0,AMD
2024-09-13 00:00:00-04:00,152.32000732421875,153.02999877929688,150.6999969482422,152.30999755859375,25117200,0.0,0.0,AMD
2024-09-16 00:00:00-04:00,151.6999969482422,154.44000244140625,150.91000366210938,152.0800018310547,27677800,0.0,0.0,AMD
2024-09-17 00:00:00-04:00,153.5500030517578,154.0399932861328,149.22999572753906,150.82000732421875,29889000,0.0,0.0,AMD
2024-09-18 00:00:00-04:00,150.89999389648438,152.82000732421875,148.00999450683594,148.2899932861328,26320100,0.0,0.0,AMD
2024-09-19 00:00:00-04:00,153.80999755859375,159.25,152.77000427246094,156.74000549316406,44500000,0.0,0.0,AMD
2024-09-20 00:00:00-04:00,156.0,157.4499969482422,152.47000122070312,155.9499969482422,40248200,0.0,0.0,AMD
2024-09-23 00:00:00-04:00,156.4499969482422,157.19000244140625,154.97000122070312,156.75,21728500,0.0,0.0,AMD
2024-09-24 00:00:00-04:00,157.4600067138672,159.63999938964844,154.5800018310547,158.32000732421875,27531200,0.0,0.0,AMD
2024-09-25 00:00:00-04:00,158.5,162.9499969482422,158.17999267578125,162.02000427246094,35233300,0.0,0.0,AMD
2024-09-26 00:00:00-04:00,167.05999755859375,168.67999267578125,164.0500030517578,167.49000549316406,38044900,0.0,0.0,AMD
2024-09-27 00:00:00-04:00,167.47999572753906,168.72999572753906,163.74000549316406,164.35000610351562,27876000,0.0,0.0,AMD
2024-09-30 00:00:00-04:00,163.10000610351562,165.0800018310547,162.17999267578125,164.0800018310547,21881600,0.0,0.0,AMD
2024-10-01 00:00:00-04:00,164.47999572753906,165.39999389648438,158.0800018310547,159.75,31831900,0.0,0.0,AMD
2024-10-02 00:00:00-04:00,159.30999755859375,163.10000610351562,158.6699981689453,159.77999877929688,24630400,0.0,0.0,AMD
2024-10-03 00:00:00-04:00,159.7100067138672,166.7899932861328,159.39999389648438,162.85000610351562,29598800,0.0,0.0,AMD
2024-10-04 00:00:00-04:00,166.52999877929688,171.2100067138672,164.4199981689453,170.89999389648438,44556500,0.0,0.0,AMD
2024-10-07 00:00:00-04:00,171.0800018310547,172.41000366210938,168.2100067138672,170.97000122070312,38379900,0.0,0.0,AMD
2024-10-08 00:00:00-04:00,171.75,173.60000610351562,170.0,172.8000030517578,34730200,0.0,0.0,AMD
2024-10-09 00:00:00-04:00,174.0500030517578,174.0500030517578,169.5500030517578,171.02000427246094,33890700,0.0,0.0,AMD
2024-10-10 00:00:00-04:00,169.75999450683594,172.00999450683594,162.0,164.17999267578125,75113600,0.0,0.0,AMD
2024-10-11 00:00:00-04:00,164.19000244140625,169.35000610351562,163.00999450683594,167.88999938964844,42136200,0.0,0.0,AMD
2024-10-14 00:00:00-04:00,167.77000427246094,168.89999389648438,165.14999389648438,165.27000427246094,31757200,0.0,0.0,AMD
2024-10-15 00:00:00-04:00,163.2100067138672,164.1300048828125,155.74000549316406,156.63999938964844,50768000,0.0,0.0,AMD
